id,state,state_abbr,trade,industry,license_required,license_type,license_name,issuing_authority,experience_years,exam_required,application_fee,renewal_fee,renewal_years,reciprocity_states,bond_required,bond_amount,insurance_required,notes
144,Oregon,OR,General Contractor,Construction,Yes,State License,Residential Contractor License,Oregon CCB,2,Yes,250,200,2,None,Yes,20000,Yes,Residential endorsement; $20K bond
145,Oregon,OR,Electrical,Construction,Yes,State License,General Journeyman Electrician,Oregon BCD,4,Yes,200,100,3,None,No,0,No,State-level licensing; supervised by Bureau of Construction & Development
146,Oregon,OR,Plumbing,Construction,Yes,State License,Journeyman Plumber License,Oregon BCD,4,Yes,200,100,3,None,No,0,No,State-level licensing
147,Oregon,OR,HVAC,Construction,Yes,State License,HVAC Contractor License,Oregon CCB,4,Yes,250,200,2,None,Yes,20000,Yes,Commercial endorsement requires $75K bond
148,Colorado,CO,Electrical,Construction,Yes,State License,Master Electrician License,DORA Electrical Board,4,Yes,200,100,3,None,No,0,No,State-level; Residential Wireman; Journeyman; Master tiers
149,Colorado,CO,Electrical,Construction,Yes,State License,Journeyman Electrician License,DORA Electrical Board,4,Yes,150,75,3,None,No,0,No,SB 25-165 expanded solar/PV oversight requirements
150,Colorado,CO,Plumbing,Construction,Yes,State License,Journeyman Plumber License,CO State Plumbing Board,4,Yes,200,100,3,None,No,0,No,State-level through DORA
151,Colorado,CO,HVAC,Construction,Local Only,Local Permit,HVAC Contractor License,Local Municipal Boards,4,Yes,150,100,2,None,No,0,No,No statewide HVAC license; Denver; Colorado Springs; etc. require local licenses
152,Colorado,CO,General Contractor,Construction,Local Only,Local Permit,General Contractor License,Local Municipal Boards,0,No,150,100,2,None,No,0,No,No statewide GC license; local licensing in Denver; Colorado Springs; Boulder
153,Colorado,CO,Solar,Energy,Yes,State Registration,PV Installer Registration,DORA Electrical Board,0,No,100,75,3,None,No,0,No,"SB 25-165 requires PV installers to register by Dec 31 2026; NABCEP cert helpful"
154,California,CA,Electrical Sign,Construction,Yes,State License,C-45 Electrical Sign Contractor,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Electrical signs; neon; LED displays
155,California,CA,Water Conditioning,Construction,Yes,State License,C-55 Water Conditioning Contractor,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Water treatment; softening; purification systems
156,California,CA,Sanitation System,Construction,Yes,State License,C-42 Sanitation System Contractor,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Septic systems; cesspools; sewage disposal
157,California,CA,Manufactured Housing,Construction,Yes,State License,C-47 General Manufactured Housing Contractor,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Manufactured/mobile home installation and setup
158,California,CA,Traffic Control,Construction,Yes,State License,C-31 Construction Zone Traffic Control,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Traffic control devices; signs; barriers
159,California,CA,Parking and Highway,Construction,Yes,State License,C-32 Parking and Highway Improvement,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Parking lots; driveways; highways
160,California,CA,Lathing and Plastering,Construction,Yes,State License,C-35 Lathing and Plastering Contractor,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Lath; plaster; stucco; exterior insulation finish systems
161,Florida,FL,Electrician (Apprentice),Construction,Yes,State Registration,Electrical Apprentice Registration,DBPR/CILB,0,No,50,50,1,None,No,0,No,"Must work under licensed electrician; 144 hrs annual classroom; first step in career"
162,Florida,FL,HVAC (Registered),Construction,Yes,State Registration,Registered Mechanical Contractor,DBPR/CILB (local),4,Yes,249,209,2,None,Yes,10000,Yes,Local competency exam; limited to issuing jurisdiction
163,Texas,TX,Electrical (Apprentice),Construction,Yes,State Registration,Apprentice Electrician Registration,TDLR,0,No,25,25,1,None,No,0,No,Must work under licensed electrician; first step toward journeyman
164,Texas,TX,Well Drilling,Utilities,Yes,State License,Water Well Driller License,TDLR,2,Yes,150,100,1,None,No,0,No,Includes pump installer license
165,Texas,TX,Elevator,Construction,Yes,State License,Elevator Mechanic License,TDLR,4,Yes,150,100,1,None,No,0,No,Required for elevator maintenance and installation
166,Georgia,GA,Roofing,Construction,Yes,State License,Roofing Contractor License,GA Secretary of State,4,Yes,250,150,2,None,Yes,5000,Yes,Included in general contractor scope but separate specialty available
167,North Carolina,NC,Residential Contractor,Construction,Yes,State License,Residential Contractor - Unlimited,NCLBGC,4,Yes,300,200,1,FL|MS|LA,Yes,10000,Yes,Residential-specific classification; unlimited tier
168,Michigan,MI,Plumbing (Apprentice),Construction,Yes,State Registration,Apprentice Plumber Registration,LARA Bureau of Construction Codes,0,No,50,25,1,None,No,0,No,Must work under licensed plumber
169,Michigan,MI,Electrical (Apprentice),Construction,Yes,State Registration,Apprentice Electrician Registration,LARA Bureau of Construction Codes,0,No,50,25,1,None,No,0,No,Must work under licensed electrician
170,Arizona,AZ,Solar,Energy,Yes,State License,C-11R Solar PV Electrical Contractor,Arizona ROC,4,Yes,350,300,2,CA|LA|NV,Yes,2500,Yes,Solar PV installation; NABCEP cert recommended; reciprocity with CA C-46
171,Arizona,AZ,Fire Protection,Construction,Yes,State License,C-16 Fire Protection Systems,Arizona ROC,4,Yes,350,300,2,CA|LA|NV,Yes,2500,Yes,Fire sprinkler and suppression systems
172,Nevada,NV,Solar,Energy,Yes,State License,C-2G Solar Electrical Contractor,NSCB,4,Yes,500,300,2,CA|AZ|UT,Yes,5000,Yes,Solar PV installation; NABCEP cert recommended
173,Washington,WA,Plumbing (Master),Construction,Yes,State License,Master Plumber License,WA L&I,5,Yes,250,200,3,None,No,0,Yes,Additional experience beyond journeyman required
174,Washington,WA,Roofing,Construction,Yes,State Registration,Roofing Contractor Registration,WA L&I,0,No,250,250,2,None,Yes,12000,Yes,Falls under general contractor registration; specialty endorsement
175,Oregon,OR,Roofing,Construction,Yes,State License,Roofing Contractor License,Oregon CCB,2,Yes,250,200,2,None,Yes,20000,Yes,Residential endorsement; separate from general contractor license
176,Oregon,OR,Fire Protection,Construction,Yes,State License,Fire Protection Contractor License,Oregon BCD,4,Yes,250,200,2,None,Yes,20000,Yes,State-level fire protection licensing
177,Colorado,CO,Residential Wireman,Construction,Yes,State License,Residential Wireman License,DORA Electrical Board,2,Yes,100,50,3,None,No,0,No,Limited to residential electrical work
178,Illinois,IL,General Contractor,Construction,Local Only,Local Permit,General Contractor License,Chicago Department of Buildings,0,No,200,100,2,None,No,0,Yes,Chicago-specific; other cities have own requirements
179,Ohio,OH,Hydronics,Construction,Yes,State License,Hydronics Contractor License,OCILB,4,Yes,200,100,2,None,No,0,Yes,Hydronic heating systems; separate specialty
180,Ohio,OH,Plumbing (Journeyman),Construction,Yes,State License,Journeyman Plumber License,OCILB,4,Yes,150,75,2,None,No,0,No,Journey-level plumbing
181,Ohio,OH,Electrical (Journeyman),Construction,Yes,State License,Journeyman Electrician License,OCILB,4,Yes,150,75,2,None,No,0,No,Journey-level electrical
182,Georgia,GA,Fire Protection,Construction,Yes,State License,Fire Protection Contractor License,GA Secretary of State,4,Yes,250,150,2,None,Yes,5000,Yes,Fire sprinkler systems; NICET certification recommended
183,North Carolina,NC,Roofing,Construction,Yes,State License,Roofing Contractor License,NCLBGC,2,Yes,300,200,1,None,Yes,10000,Yes,Specialty classification under NCLBGC
184,Florida,FL,Fire Protection,Construction,Yes,State License,Fire Protection Contractor License,DBPR/CILB,4,Yes,249,209,2,None,Yes,10000,Yes,NICET certification recognized; depends on local jurisdiction
185,Florida,FL,Low Voltage,Construction,Yes,Local Permit,Low Voltage Alarm System Contractor,FL DECLB,2,Yes,200,100,2,None,No,0,Yes,Licensed through Dept of Electrical and Communications Licensing Board
186,New York,NY,Fire Protection,Construction,Local Only,Local Permit,Fire Suppression Contractor License,NYC Department of Buildings,4,Yes,250,150,3,None,No,0,Yes,NYC-specific; NICET certification recommended
187,New York,NY,Welding,Construction,Local Only,Local Permit,Welder Certification,NYC Department of Buildings,2,Yes,200,100,3,None,No,0,No,NYC DOB requires certified welders for structural work
188,Texas,TX,Roofing,Construction,No,None,No State License Required,N/A,0,No,0,0,0,None,No,0,No,No statewide roofing license; some cities require local registration
189,Texas,TX,Welding,Construction,No,None,No State License Required,N/A,0,No,0,0,0,None,No,0,No,No state license; AWS CW/CWI certifications are industry standard
190,California,CA,Residential Remodeling,Construction,Yes,State License,B-2 Residential Remodeling Contractor,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Proposed/new classification under 2026 regulatory changes
191,Nevada,NV,Welding,Construction,Yes,State License,C-14 Steel Reinforcing and Erecting,NSCB,4,Yes,500,300,2,CA|AZ|UT,Yes,5000,Yes,Includes welding; steel erection; reinforcing
192,Arizona,AZ,Welding,Construction,Yes,State License,C-65 Welding Contractor,Arizona ROC,4,Yes,350,300,2,CA|LA|NV,Yes,2500,Yes,Structural and specialty welding
193,Washington,WA,HVAC (Apprentice),Construction,Yes,State Registration,HVAC Apprentice Registration,WA L&I,0,No,50,50,1,None,No,0,No,Must work under licensed HVAC technician
194,Oregon,OR,HVAC (Journeyman),Construction,Yes,State License,Journeyman HVAC License,Oregon BCD,4,Yes,150,100,3,None,No,0,No,Journey-level mechanical/HVAC
195,Michigan,MI,Roofing,Construction,Yes,State License,Roofing Contractor License,LARA Bureau of Construction Codes,3,Yes,200,150,3,None,Yes,15000,Yes,Falls under residential builder requirements
196,Georgia,GA,General Contractor (Residential),Construction,Yes,State License,Residential Contractor License,GA Secretary of State,2,Yes,250,150,2,None,Yes,5000,Yes,Residential-specific; lower net worth requirement
197,North Carolina,NC,Solar,Energy,Yes,State License,Electrical Contractor (Solar),NC Board of Examiners of Electrical Contractors,4,Yes,200,100,1,None,Yes,5000,Yes,Solar PV requires electrical contractor license; NABCEP cert recommended
198,Florida,FL,Welding,Construction,No,None,No State License Required,N/A,0,No,0,0,0,None,No,0,No,No state welder license; AWS certifications are industry standard; local permits may apply
199,Texas,TX,Solar,Energy,Yes,State License,Electrical Contractor License (Solar),TDLR,4,Yes,150,100,1,None,No,0,No,Solar PV requires electrical license; NABCEP cert recommended; EVITP cert for EV chargers
200,Illinois,IL,Fire Protection,Construction,Local Only,Local Permit,Fire Protection Contractor License,Local Fire Marshal,4,Yes,200,100,2,None,No,0,Yes,No statewide fire protection license; local requirements vary
201,Pennsylvania,PA,Roofing,Construction,Local Only,Local Permit,Roofing Contractor License,Local Municipal Boards,0,No,100,50,2,None,No,0,No,No statewide roofing license; Philadelphia and Pittsburgh have local requirements
202,Ohio,OH,General Contractor,Construction,Local Only,Local Permit,General Contractor Registration,Local Municipal Boards,0,No,100,50,2,None,No,0,No,Local licensing for projects over $1000; no state GC license
203,Nevada,NV,Low Voltage,Construction,Yes,State License,C-2D Low Voltage Contractor,NSCB,4,Yes,500,300,2,CA|AZ|UT,Yes,5000,Yes,Low voltage; fire alarm; communication systems
204,Arizona,AZ,Low Voltage,Construction,Yes,State License,C-11 Low Voltage Communication Systems,Arizona ROC,4,Yes,350,300,2,CA|LA|NV,Yes,2500,Yes,Communication; data; low voltage systems
205,Washington,WA,Elevator,Construction,Yes,State License,Elevator Mechanic License,WA L&I,4,Yes,200,150,3,None,No,0,Yes,State-level elevator licensing
206,Oregon,OR,Elevator,Construction,Yes,State License,Elevator Mechanic License,Oregon BCD,4,Yes,200,150,3,None,No,0,Yes,State-level elevator licensing
207,Michigan,MI,Fire Protection,Construction,Yes,State License,Fire Protection Contractor License,LARA Bureau of Construction Codes,4,Yes,200,150,3,None,Yes,15000,Yes,State-level; NICET certification recommended
208,Georgia,GA,Elevator,Construction,Yes,State License,Elevator Contractor License,GA Secretary of State,4,Yes,250,150,2,None,Yes,5000,Yes,State-level elevator contractor licensing
209,California,CA,Lathing and Plastering,Construction,Yes,State License,C-35 Lathing and Plastering,CSLB,4,Yes,450,450,2,AZ|LA|NV,Yes,25000,Yes,Lath; plaster; stucco; EIFS
210,Nevada,NV,Fire Protection,Construction,Yes,State License,C-41 Fire Protection Contractor,NSCB,4,Yes,500,300,2,CA|AZ|UT,Yes,5000,Yes,Fire sprinkler and suppression systems; NICET cert recommended
211,Arizona,AZ,Swimming Pool,Construction,Yes,State License,B-5 Swimming Pool Contractor,Arizona ROC,4,Yes,350,300,2,CA|LA|NV,Yes,2500,Yes,Pools; spas; hot tubs; related mechanical
212,Nevada,NV,Swimming Pool,Construction,Yes,State License,C-10 Swimming Pool Contractor,NSCB,4,Yes,500,300,2,CA|AZ|UT,Yes,5000,Yes,Pool construction and maintenance
213,North Carolina,NC,Highway,Construction,Yes,State License,Highway Contractor License,NCLBGC,4,Yes,300,200,1,FL|MS|LA,Yes,10000,Yes,Highway and road construction; limited; intermediate; unlimited tiers
214,North Carolina,NC,Public Utilities,Construction,Yes,State License,Public Utilities Contractor License,NCLBGC,4,Yes,300,200,1,FL|MS|LA,Yes,10000,Yes,Public utility construction; limited; intermediate; unlimited tiers
215,Washington,WA,Solar,Energy,Yes,State License,Electrical Contractor License (Solar),WA L&I,4,Yes,200,150,3,None,Yes,12000,Yes,Solar PV requires electrical license; NABCEP cert recommended
216,Oregon,OR,Solar,Energy,Yes,State License,Electrical Contractor License (Solar),Oregon BCD,4,Yes,250,200,2,None,Yes,20000,Yes,Solar PV requires electrical license and CCB registration
217,Colorado,CO,Fire Protection,Construction,Local Only,Local Permit,Fire Protection Contractor License,Local Fire Marshal,4,Yes,200,100,2,None,No,0,Yes,No statewide fire protection license; local requirements vary
218,Michigan,MI,HVAC (Journeyman),Construction,Yes,State License,Journeyman Mechanical License,LARA Bureau of Construction Codes,4,Yes,150,75,3,None,No,0,No,Journey-level HVAC/mechanical
219,Ohio,OH,Fire Protection,Construction,Yes,State License,Fire Protection Contractor License,OCILB,4,Yes,200,100,2,None,No,0,Yes,State-level fire protection licensing; NICET cert recommended
220,Pennsylvania,PA,Fire Protection,Construction,Local Only,Local Permit,Fire Protection Contractor License,Local Municipal Boards,4,Yes,200,100,2,None,No,0,Yes,No statewide license; Philadelphia requires local licensing
221,New York,NY,General Contractor (Upstate),Construction,Local Only,Local Permit,General Contractor Registration,Local Municipal Boards,0,No,100,50,2,None,No,0,No,Individual counties and cities maintain own licensing requirements
222,New York,NY,Roofing,Construction,Local Only,Local Permit,Roofing Contractor License,Local Municipal Boards,0,No,100,50,2,None,No,0,No,No statewide roofing license; local permits required
223,New York,NY,Solar,Energy,Local Only,Local Permit,Solar Contractor License,Local Municipal Boards,4,Yes,200,100,2,None,No,0,Yes,No statewide solar license; NYC and other municipalities have local requirements
224,Illinois,IL,Solar,Energy,Local Only,Local Permit,Solar Contractor License,Local Municipal Boards,4,Yes,150,100,2,None,No,0,No,No statewide solar license; local electrical licensing applies
225,Pennsylvania,PA,Solar,Energy,Local Only,Local Permit,Solar Contractor License,Local Municipal Boards,4,Yes,150,100,2,None,No,0,No,No statewide solar license; local electrical licensing applies
226,Ohio,OH,Solar,Energy,Yes,State License,Electrical Contractor License (Solar),OCILB,4,Yes,200,100,2,None,No,0,Yes,Solar PV requires electrical contractor license
227,Georgia,GA,Solar,Energy,Yes,State License,Electrical Contractor License (Solar),GA Division of Electrical Contractors,4,Yes,250,150,2,None,Yes,5000,Yes,Solar PV requires electrical contractor license; NABCEP cert recommended
228,Michigan,MI,Solar,Energy,Yes,State License,Electrical Contractor License (Solar),LARA Bureau of Construction Codes,4,Yes,200,100,3,None,No,0,Yes,Solar PV requires electrical license
229,North Carolina,NC,Low Voltage,Construction,Yes,State License,Low Voltage Contractor License,NC Board of Examiners of Electrical Contractors,4,Yes,200,100,1,None,Yes,5000,Yes,Fire alarm; security; communication systems
230,Florida,FL,Tree Care,Landscaping,No,None,No State License Required,N/A,0,No,0,0,0,None,No,0,No,No state tree care license; ISA Certified Arborist recommended; local permits may apply
231,Texas,TX,Tree Care,Landscaping,No,None,No State License Required,N/A,0,No,0,0,0,None,No,0,No,No state tree care license; ISA Certified Arborist recommended
232,New York,NY,Tree Care,Landscaping,Local Only,Local Permit,Tree Care License,Local Municipal Boards,0,No,100,50,1,None,No,0,Yes,NYC requires tree work permits; ISA Certified Arborist recommended
233,Georgia,GA,Tree Care,Landscaping,No,None,No State License Required,N/A,0,No,0,0,0,None,No,0,No,No state tree care license; ISA Certified Arborist recommended
234,Michigan,MI,Tree Care,Landscaping,No,None,No State License Required,N/A,0,No,0,0,0,None,No,0,No,No state tree care license; ISA Certified Arborist recommended
235,Nevada,NV,Landscaping,Landscaping,Yes,State License,C-10 Landscaping Contractor,NSCB,4,Yes,500,300,2,CA|AZ|UT,Yes,5000,Yes,Landscape construction and maintenance
236,Arizona,AZ,Landscaping,Landscaping,Yes,State License,C-10R Landscaping Contractor,Arizona ROC,2,Yes,350,300,2,CA|LA|NV,Yes,2500,Yes,Landscape construction
237,Washington,WA,Landscaping,Landscaping,Yes,State Registration,Landscape Contractor Registration,WA L&I,0,No,250,250,2,None,Yes,12000,Yes,Falls under general contractor registration
238,Oregon,OR,Landscaping,Landscaping,Yes,State License,Landscape Contractor License,Oregon LCB,2,Yes,200,150,2,None,Yes,10000,Yes,Licensed through Landscape Contractors Board; separate from CCB
